Index,Producer,Wine Name,Year,Price,Size (ml),Score,Link
179,DOMAINE ROY & FILS,Pinot Noir Dundee Hills Iron Filbert Vineyard,2016,120.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/855589
180,DOMAINE ROY & FILS,Pinot Noir Yamhill-Carlton Quartz Acorn Vineyard,2017,120.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245540
181,DOMAINE SERENE,Chardonnay Dundee Hills Clos du Soleil Vineyard,2015,75.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/445952
182,DOMAINE SERENE,Chardonnay Dundee Hills Récolte Grand Cru,2011,125.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/380170
183,DOMAINE SERENE,Pinot Noir Dundee Hills Gold Eagle Vineyard,2015,100.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/461594
184,DOMAINE SERENE,Pinot Noir Dundee Hills Grace Vineyard,2017,195.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1260685
185,DOMAINE SERENE,Pinot Noir Dundee Hills Grace Vineyard,2014,185.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/446718
186,DOMAINE SERENE,Pinot Noir Dundee Hills Grace Vineyard,2009,150.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/318044
187,DOMAINE SERENE,Pinot Noir Dundee Hills Mark Bradford Vineyard,2008,90.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/303240
188,DOMAINE SERENE,Pinot Noir Eola-Amity Hills Jerusalem Hill Vineyard,2017,95.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1269326
189,DOMAINE SERENE,Pinot Noir Eola-Amity Hills Jerusalem Hill Vineyard,2015,95.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/464460
190,DOMAINE SERENE,Pinot Noir Eola-Amity Hills Jerusalem Hill Vineyard,2014,95.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/451172
191,DOMAINE SERENE,Pinot Noir Willamette Valley Evenstad Reserve,2015,75.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/464461
192,DOMAINE SERENE,Pinot Noir Willamette Valley Jerusalem Hill Vineyard,2012,90.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/405102
193,DOMAINE SERENE,Pinot Noir Willamette Valley Jerusalem Hill Vineyard,2005,75.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/244768
194,DROUHIN OREGON ROSEROCK,Pinot Noir Eola-Amity Hills Zéphirine,2017,65.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1269668
195,ELIZABETH CHAMBERS,Pinot Noir Yamhill-Carlton District Lazy River Vineyard,2012,48.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/405101
196,ELK COVE,Pinot Noir Willamette Valley Five Mountain,2012,60.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/378239
197,ELK COVE,Pinot Noir Willamette Valley Mount Richmond,2012,60.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/370628
198,ELK COVE,Pinot Noir Yamhill-Carlton District Goodrich,2014,60.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/416024
199,EMINENT DOMAINE,Pinot Noir Ribbon Ridge,2017,50.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1240515
200,EMINENT DOMAINE,Pinot Noir Ribbon Ridge,2016,50.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/463448
201,EMINENT DOMAINE,Pinot Noir Ribbon Ridge,2012,40.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/363844
202,EMINENT DOMAINE,Pinot Noir Ribbon Ridge Reserve,2015,65.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/438009
203,ET FILLE,Pinot Noir Yamhill-Carlton District Kalita Vineyard,2008,38.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/450975
204,EVENING LAND,Chardonnay Eola-Amity Hills Seven Springs Vineyard La Source,2013,70.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/405888
205,EVENING LAND,Chardonnay Eola-Amity Hills Seven Springs Vineyard La Source,2011,65.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/355507
206,EVENING LAND,Chardonnay Eola-Amity Hills Seven Springs Vineyard La Source,2008,65.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/290317
207,EVENING LAND,Chardonnay Eola-Amity Hills Seven Springs Vineyard Summum,2007,150.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/264904
208,EVENING LAND,Chardonnay Eola-Amity Hills Summum Seven Springs Estate,2016,100.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/462346
209,EVENING LAND,Pinot Noir Eola-Amity Hills Anden Seven Springs Estate,2017,100.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1244003
210,EVENING LAND,Pinot Noir Eola-Amity Hills La Source Seven Springs Estate,2017,75.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1244002
211,EVENING LAND,Pinot Noir Eola-Amity Hills La Source Seven Springs Estate,2016,75.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/461782
212,EVENING LAND,Pinot Noir Eola-Amity Hills La Source Seven Springs Estate,2015,75.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/443675
213,EVENING LAND,Pinot Noir Eola-Amity Hills Seven Springs,2016,35.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/461595
214,EVENING LAND,Pinot Noir Eola-Amity Hills Seven Springs Vineyard Summum,2009,120.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/310835
215,EXPRESSION,Pinot Noir Eola-Amity Hills 44º Zena Crown Vineyard,2012,50.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/378467
216,EXPRESSION 44°,Pinot Noir Eola-Amity Hills Roserock Vineyard,2008,65.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/291175
217,GHOST HILL,Pinot Noir Yamhill-Carlton District Bayliss-Bower Vineyard,2012,42.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/405103
218,GRAN MORAINE,Brut Rosé Yamhill-Carlton,NV (),50.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1270478
219,GRAN MORAINE,Pinot Noir Yamhill-Carlton,2017,45.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1238861
220,HARPER VOIT,Pinot Noir Willamette Valley Strandline,2014,40.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/424531
221,J. CHRISTOPHER,Pinot Noir Dundee Hills Abbey Ridge Vineyard,2016,65.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/463029
222,J. CHRISTOPHER,Pinot Noir Eola-Amity Hills Lumiére Special Selection,2016,45.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1246317
223,KEN WRIGHT,Pinot Noir Dundee Hills Nysa Vineyard,2008,55.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/292275
224,KEN WRIGHT,Pinot Noir Eola-Amity Hills Canary Hill Vineyard,2017,57.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1243580
225,KEN WRIGHT,Pinot Noir Willamette Valley Freedom Hill Vineyard,2016,63.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/463770
226,KEN WRIGHT,Pinot Noir Willamette Valley McCrone Vineyard,2004,45.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/212567
227,KEN WRIGHT,Pinot Noir Yamhill-Carlton Bonnie Jean Vineyard,2017,63.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1260157
228,KEN WRIGHT,Pinot Noir Yamhill-Carlton District Abbot Claim Vineyard,2008,55.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/291980
229,KEN WRIGHT,Pinot Noir Yamhill-Carlton District Abbott Claim Vineyard,2017,57.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1243582
230,KEN WRIGHT,Pinot Noir Yamhill-Carlton District Abbott Claim Vineyard,2014,63.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/427227
231,KEN WRIGHT,Pinot Noir Yamhill-Carlton District McCrone Vineyard,2012,63.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/376199
232,KEN WRIGHT,Pinot Noir Yamhill-Carlton District Savoya Vineyard,2012,63.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/376200
233,KEN WRIGHT,Pinot Noir Yamhill-Carlton District Shea Vineyard,2016,63.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/461024
234,KEN WRIGHT,Pinot Noir Yamhill-Carlton District Tanager Vineyard,2014,63.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/427228
235,KNUDSEN ERATH,Pinot Noir Yamhill County Vintage Select,1983,12.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/111942
236,LANGE,Pinot Noir Dundee Hills Lange Estate Vineyard,2012,70.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/380171
237,LAVINEA,Pinot Noir Eola-Amity Hills Temperance Hill Vineyard,2016,75.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/855488
238,LAVINEA,Pinot Noir Yamhill-Carlton Lazy River Vineyard,2017,55.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1243979
239,LE CADEAU,Pinot Noir Willamette Valley Côte Est,2016,50.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/456946
240,LE CADEAU,Pinot Noir Willamette Valley Red Label,2018,40.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245436
241,LINGUA FRANCA,Chardonnay Eola-Amity Hills Chers Amis,2017,75.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1235851
242,LINGUA FRANCA,Chardonnay Willamette Valley Bunker Hill,2016,50.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/456045
243,LINGUA FRANCA,Chardonnay Willamette Valley Sisters,2015,90.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/430596
244,LINGUA FRANCA,Pinot Noir Eola-Amity Hills Mimi's Mind,2015,90.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/430642
245,LINGUA FRANCA,Pinot Noir Eola-Amity Hills The Plow,2018,60.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1269967
246,LINGUA FRANCA,Pinot Noir Eola-Amity Hills The Plow,2017,60.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1245256
247,LINGUA FRANCA,Pinot Noir Eola-Amity Hills The Plow,2016,60.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/459157
248,LINGUA FRANCA,Pinot Noir Eola-Amity Hills Tongue 'N Cheek,2015,60.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/430643
249,LINGUA FRANCA,Pinot Noir Willamette Valley Ryan's Plow,2015,60.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/430644
250,MAGGY HAWK,Pinot Noir Dundee Hills Jory Hills Vineyard,2018,65.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1271759
251,MAISON L'ENVOYÉ,Pinot Noir Willamette Valley The Attaché,2012,40.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/363845
252,MAISON ROY & FILS,Pinot Noir Dundee Hills Incline,2016,58.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/855681
253,MAYSARA,Pinot Noir McMinnville Estate Cuvée,2009,32.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/312923
254,NICOLAS-JAY,Pinot Noir Dundee Hills Nysa,2017,90.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1269896
255,NICOLAS-JAY,Pinot Noir Willamette Valley,2016,65.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/461789
256,OWEN ROE,Pinot Noir Chehalem Mountains Anna's Vineyard,2012,42.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/378469
257,PATRICIA GREEN,Pinot Noir Dundee Hills Volcanic,2017,42.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1231470
258,PATRICIA GREEN,Pinot Noir Ribbon Ridge Etzel Block,2015,60.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/438012
259,PATTON VALLEY,Pinot Noir Willamette Valley Lorna-Marie,2012,70.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/380172
260,PATTON VALLEY,Pinot Noir Willamette Valley Lorna-Marie Cuvee,2005,66.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/241200
261,PENNER-ASH,Pinot Noir Eola-Amity Hills Zena Crown Vineyard,2017,72.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1244249
262,PENNER-ASH,Pinot Noir Eola-Amity Hills Zena Crown Vineyard,2016,72.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1234330
263,PENNER-ASH,Pinot Noir Willamette Valley Hyland Vineyard,2009,60.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/305448
264,PENNER-ASH,Pinot Noir Willamette Valley Pas De Nom,2016,135.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1234335
265,PENNER-ASH,Pinot Noir Willamette Valley Pas De Nom,2014,125.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/426608
266,PENNER-ASH,Pinot Noir Willamette Valley Pas De Nom,2012,100.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/372185
267,PENNER-ASH,Pinot Noir Willamette Valley Pas De Nom,2010,100.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/328697
268,PENNER-ASH,Pinot Noir Willamette Valley Pas De Nom,2009,100.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/305449
269,PENNER-ASH,Pinot Noir Willamette Valley Shea Vineyard,2005,55.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/221779
270,PENNER-ASH,Pinot Noir Yamhill-Carlton District Shea Vineyard,2016,72.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1234333
271,PENNER-ASH,Pinot Noir Yamhill-Carlton Shea Vineyard,2018,75.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1270466
272,PONZI,Chardonnay Chehalem Mountains Aurora,2012,60.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/380173
273,PONZI,Pinot Noir Willamette Valley,2002,30.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/150756
274,PURPLE HANDS,Pinot Noir Dundee Hills Holstein Vineyard,2017,55.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1233818
275,PURPLE HANDS,Pinot Noir Dundee Hills Holstein Vineyard,2015,50.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/436627
276,PURPLE HANDS,Pinot Noir Dundee Hills Kropf Vineyard,2015,50.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/447283
277,PURPLE HANDS,Pinot Noir Dundee Hills Latchkey Vineyard,2016,50.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/457613
278,PURPLE HANDS,Pinot Noir Dundee Hills Latchkey Vineyard,2015,50.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/436628
279,PURPLE HANDS,Pinot Noir Dundee Hills Stoller Vineyard,2015,50.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/438017
280,RAPTOR RIDGE,Pinot Noir McMinnville Meredith Mitchell Vineyard,2012,45.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/378468
281,RÉSONANCE,Chardonnay McMinnville Hyland Vineyard,2015,50.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/430602
282,RÉSONANCE,Pinot Noir Dundee Hills Découverte Vineyard,2015,65.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/443711
283,REX HILL,Pinot Noir Willamette Valley Alloro Vineyard,2008,52.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/450978
284,ROCO,Pinot Noir Chehalem Mountains Private Stash,2006,75.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/251155
285,ROCO,Pinot Noir Chehalem Mountains Private Stash No. 6,2008,75.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/291176
286,ROCO,Pinot Noir Chehalem Mountains Private Stash Number Three,2005,75.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/233971
287,ROCO,Pinot Noir Willamette Valley The Stalker,2012,50.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/380174
288,ROSE & ARROW,Pinot Noir Dundee Hills The Black Walnut Worden Hill,2016,120.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/461596
289,ROSE & ARROW,Pinot Noir Dundee Hills Worden Hill,2017,100.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1243812
290,ROSE & ARROW,Pinot Noir Yamhill-Carlton District Yamhill Close,2016,100.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/463775
291,ROSE & ARROW,Pinot Noir Yamhill-Carlton Yamhill Close,2017,100.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/1244397
292,SEQUITUR,Pinot Noir Ribbon Ridge,2014,100.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/420778
293,SHEA,Pinot Noir Willamette Valley Shea Vineyard East Hill,2004,42.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/211118
294,SHEA,Pinot Noir Willamette Valley Shea Vineyard Estate,2009,40.00,750,94.00,https://www.winespectator.com/wine/detail/source/search/note_id/312932
