Index,Title,Producer,Region,AVA,Year,Rating,Price,Review,Links
91,Bailey Family 2017 Pinot Noir (Willamette Valley),Bailey Family,WILLAMETTE VALLEY,Willamette Valley,2017,92,115,"Up until this vintage, the Bailey Block cuvée was part of the ...",https://www.winemag.com/buying-guide/bailey-family-2017-pinot-noir-willamette-valley/
92,Haakon/Lenai 2018 Imprint Pinot Noir (Willamette Valley),Haakon/Lenai,WILLAMETTE VALLEY,Willamette Valley,2018,93,115,This new project from Cody and Marque Wright (Purple Hands) is named ...,https://www.winemag.com/buying-guide/haakon-lenai-2018-imprint-pinot-noir-willamette-valley/
93,Cayuse 2017 Bionic Frog Syrah (Walla Walla Valley (OR)),Cayuse,OREGON OTHER,Walla Walla Valley,2017,95,115,"The aromas start off reserved and then ramp up intensity, with notes ...",https://www.winemag.com/buying-guide/cayuse-2017-bionic-frog-syrah-walla-walla-valley-or/
94,00 Wines 2017 Seven Springs Chardonnay (Eola-Amity Hills),00 Wines,WILLAMETTE VALLEY,Eola-Amity Hills,2017,93,115,"Double Zero wines come in eye-catching bottles with stark, Port-like white block ...",https://www.winemag.com/buying-guide/00-wines-2017-seven-springs-chardonnay-eola-amity-hills/
95,00 Wines 2017 Open Claim Chardonnay (Willamette Valley),00 Wines,WILLAMETTE VALLEY,Willamette Valley,2017,92,115,"Smooth and focused, this is the most straightforward of Double Zero's impressive ...",https://www.winemag.com/buying-guide/00-wines-2017-open-claim-chardonnay-willamette-valley/
96,Cayuse 2016 Bionic Frog Syrah (Walla Walla Valley (OR)),Cayuse,OREGON OTHER,Walla Walla Valley,2016,96,115,"The aromas fascinate, with notes of funk, earth, savory green olive, herb, ...",https://www.winemag.com/buying-guide/cayuse-2016-bionic-frog-syrah-walla-walla-valley-or/
97,Archery Summit 1999 Archery Summit Estate Pinot Noir (Oregon),Archery Summit,OREGON OTHER,Oregon,1999,90,115,"Deep and true in the nose, featuring cherry, pine, molasses, earth and ...",https://www.winemag.com/buying-guide/archery-summit-1999-archery-estate-pinot-noir-other/
98,Bergström 2018 Bergström Vineyard Pinot Noir (Dundee Hills),Bergström,WILLAMETTE VALLEY,Dundee Hills,2018,95,110,"Black fruits shine brightly here, with an ample foundation of drying stone. ...",https://www.winemag.com/buying-guide/bergstrom-2018-bergstrom-vineyard-pinot-noir-dundee-hills/
99,Bergström 2018 Sigrid Chardonnay (Willamette Valley),Bergström,WILLAMETTE VALLEY,Willamette Valley,2018,94,110,"Barrel fermented and put through complete malolactic fermentation, Sigrid is full and ...",https://www.winemag.com/buying-guide/bergstrom-2018-sigrid-chardonnay-willamette-valley/
100,Hyland 2017 Founders' Selection Pinot Noir (McMinnville),Hyland,WILLAMETTE VALLEY,McMinnville,2017,93,110,"This is a lighter vintage for this reserve selection, with lower alcohol ...",https://www.winemag.com/buying-guide/hyland-2017-founders-selection-pinot-noir-mcminnville/
101,Bergström 2017 Bergström Vineyard Pinot Noir (Dundee Hills),Bergström,WILLAMETTE VALLEY,Dundee Hills,2017,93,110,"Toasty, focused and still quite young, this showcases the winery's original 1999 ...",https://www.winemag.com/buying-guide/bergstrom-2017-bergstrom-vineyard-pinot-noir-dundee-hills/
102,Bergström 2017 Sigrid Chardonnay (Willamette Valley),Bergström,WILLAMETTE VALLEY,Willamette Valley,2017,93,110,"This barrel-fermented, reserve-barrel selection is annually among Oregon's finest Chardonnays. Richly endowed ...",https://www.winemag.com/buying-guide/bergstrom-2017-sigrid-chardonnay-willamette-valley/
103,Ponzi 2016 Abetina 2 Vineyard Pinot Noir (Chehalem Mountains),Ponzi,WILLAMETTE VALLEY,Chehalem Mountains,2016,95,110,This is a block selection from a 2005 planting at the Aurora ...,https://www.winemag.com/buying-guide/ponzi-2016-abetina-2-vineyard-pinot-noir-chehalem-mountains/
104,Horsepower 2011 Sur Echalas Vineyard Grenache (Walla Walla Valley (OR)),Horsepower,OREGON OTHER,Walla Walla Valley,2011,95,110,Densely planted and labor intensive (it is actually tilled by Belgian draft ...,https://www.winemag.com/buying-guide/horsepower-2011-sur-echalas-vineyard-grenache-other-walla-walla-valley-or/
105,Horsepower 2011 The Tribe Vineyard Syrah (Walla Walla Valley (OR)),Horsepower,OREGON OTHER,Walla Walla Valley,2011,94,110,Floral aromas and tight raspberry fruit flavors are the first impression. Next ...,https://www.winemag.com/buying-guide/horsepower-2011-tribe-vineyard-shiraz-syrah-syrah-other-walla-walla-valley-or/
106,Domaine Serene 2017 Fleur de Lis Vineyard Pinot Noir (Dundee Hills),Domaine Serene,WILLAMETTE VALLEY,Dundee Hills,2017,92,105,"Smooth and soft immediately upon being poured, this brings raspberry and cherry ...",https://www.winemag.com/buying-guide/domaine-serene-2017-fleur-de-lis-vineyard-pinot-noir-dundee-hills/
107,Big Table Farm 2018 Earth Pinot Noir (Willamette Valley),Big Table Farm,WILLAMETTE VALLEY,Willamette Valley,2018,93,105,Earth is the winery's reserve bottling. This new vintage is smooth and ...,https://www.winemag.com/buying-guide/big-table-farm-2018-earth-pinot-noir-willamette-valley/
108,Domaine Serene 2016 Fleur de Lis Vineyard Pinot Noir (Dundee Hills),Domaine Serene,WILLAMETTE VALLEY,Dundee Hills,2016,92,105,"At first this wine seems closed down, even a bit faded. Give ...",https://www.winemag.com/buying-guide/domaine-serene-2016-fleur-de-lis-vineyard-pinot-noir-dundee-hills/
109,Ponzi 2017 Avellana Vineyard Pinot Noir (Chehalem Mountains),Ponzi,WILLAMETTE VALLEY,Chehalem Mountains,2017,93,105,Rich and deep flavors of black cherry fruit are emphasized throughout. Aging ...,https://www.winemag.com/buying-guide/ponzi-2017-avellana-vineyard-pinot-noir-chehalem-mountains/
110,Ponzi 2017 Aurora Vineyard Pinot Noir (Chehalem Mountains),Ponzi,WILLAMETTE VALLEY,Chehalem Mountains,2017,91,105,Strawberry meets raspberry in this fruit-centered wine. Though aged 20 months in ...,https://www.winemag.com/buying-guide/ponzi-2017-aurora-vineyard-pinot-noir-chehalem-mountains/
111,Big Table Farm 2016 Earth Pinot Noir (Willamette Valley),Big Table Farm,WILLAMETTE VALLEY,Willamette Valley,2016,93,105,"A deep plummy-purple color, this remains dense and tight, promising a long ...",https://www.winemag.com/buying-guide/big-table-farm-2016-earth-pinot-noir-willamette-valley/
112,Ponzi 2015 Abetina Pinot Noir (Chehalem Mountains),Ponzi,WILLAMETTE VALLEY,Chehalem Mountains,2015,91,105,"A smooth entry is focused on red and blue berries and plums, ...",https://www.winemag.com/buying-guide/ponzi-2015-abetina-pinot-noir-chehalem-mountains/
113,Ponzi 2015 Aurora Pinot Noir (Chehalem Mountains),Ponzi,WILLAMETTE VALLEY,Chehalem Mountains,2015,91,105,"The nose brings suggestions of rum, hazelnuts and cocoa; in the mouth ...",https://www.winemag.com/buying-guide/ponzi-2015-aurora-pinot-noir-chehalem-mountains/
114,Cayuse 2014 Bionic Frog Syrah (Walla Walla Valley (OR)),Cayuse,OREGON OTHER,Walla Walla Valley,2014,94,105,"Aromatically brooding notes of herb, mineral, black olive tapenade, stem, flower, soot ...",https://www.winemag.com/buying-guide/cayuse-2014-bionic-frog-syrah-walla-walla-valley-or/
115,Big Table Farm 2015 Earth Pinot Noir (Willamette Valley),Big Table Farm,WILLAMETTE VALLEY,Willamette Valley,2015,93,105,"This complex and powerful wine is loaded with gravitas—big and tannic, yet ...",https://www.winemag.com/buying-guide/big-table-farm-2015-earth-pinot-noir-willamette-valley/
116,Ponzi 2014 Abetina Pinot Noir (Willamette Valley),Ponzi,WILLAMETTE VALLEY,Willamette Valley,2014,94,105,"Focused and dense, this intense wine captures the essence of ripe raspberries. ...",https://www.winemag.com/buying-guide/ponzi-2014-abetina-pinot-noir-willamette-valley/
117,Ponzi 2014 Avellana Pinot Noir (Willamette Valley),Ponzi,WILLAMETTE VALLEY,Willamette Valley,2014,94,105,Ponzi is promoting a multi-clone winemaking approach they label “Clonal Massale.” This ...,https://www.winemag.com/buying-guide/ponzi-2014-avellana-pinot-noir-willamette-valley/
118,White Rose 2014 Winemaker's Cuvée Pinot Noir (Willamette Valley),White Rose,WILLAMETTE VALLEY,Willamette Valley,2014,89,105,"The house style seems to favor wines with plenty of stem flavors, ...",https://www.winemag.com/buying-guide/white-rose-2014-winemakers-cuvee-pinot-noir-willamette-valley/
119,Adelsheim 2013 Winderlea Vineyard Pinot Noir (Dundee Hills),Adelsheim,WILLAMETTE VALLEY,Dundee Hills,2013,94,105,Once again this designate amazes with a surfeit of beautifully integrated flavors. ...,https://www.winemag.com/buying-guide/adelsheim-2013-winderlea-vineyard-pinot-noir-dundee-hills/
120,Adelsheim 2013 Nicholas Vineyard Pinot Noir (Chehalem Mountains),Adelsheim,WILLAMETTE VALLEY,Chehalem Mountains,2013,90,105,"Light and refreshing, this brings clean flavors of raspberries in a pastry ...",https://www.winemag.com/buying-guide/adelsheim-2013-nicholas-vineyard-pinot-noir-chehalem-mountains/
121,Adelsheim 2013 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Adelsheim,WILLAMETTE VALLEY,Eola-Amity Hills,2013,90,105,"Young and precise, this balances flavors of wild raspberries against a mineral ...",https://www.winemag.com/buying-guide/adelsheim-2013-zenith-vineyard-pinot-noir-eola-amity-hills/
122,Adelsheim 2012 Winderlea Vineyard Pinot Noir (Dundee Hills),Adelsheim,WILLAMETTE VALLEY,Dundee Hills,2012,95,105,"Sadly, just 64 cases of the Winderlea were made. With 40-year-old vines ...",https://www.winemag.com/buying-guide/adelsheim-2012-winderlea-vineyard-pinot-noir-willamette-valley-dundee-hills/
123,Adelsheim 2012 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Adelsheim,WILLAMETTE VALLEY,Eola-Amity Hills,2012,94,105,This vineyard beautifully captures the subtle herbal and earthy characteristics of the ...,https://www.winemag.com/buying-guide/adelsheim-2012-zenith-vineyard-pinot-noir-willamette-valley-eola-amity-hills/
124,Adelsheim 2012 Nicholas Vineyard Pinot Noir (Chehalem Mountains),Adelsheim,WILLAMETTE VALLEY,Chehalem Mountains,2012,93,105,Framed beautifully with scents and flavors of toasted hazelnut (the property was ...,https://www.winemag.com/buying-guide/adelsheim-2012-nicholas-vineyard-pinot-noir-willamette-valley-chehalem-mountains/
125,Adelsheim 2010 Quarter Mile Lane Vineyard Pinot Noir (Chehalem Mountains),Adelsheim,WILLAMETTE VALLEY,Chehalem Mountains,2010,92,105,"Using grapes sourced from estate vines planted in 1972, this wine is ...",https://www.winemag.com/buying-guide/adelsheim-2010-quarter-mile-lane-vineyard-pinot-noir-willamette-valley-chehalem-mountains/
126,Adelsheim 2010 Winderlea Vineyard Pinot Noir (Dundee Hills),Adelsheim,WILLAMETTE VALLEY,Dundee Hills,2010,92,105,The Winderlea is perhaps the most unique in terms of style and ...,https://www.winemag.com/buying-guide/adelsheim-2010-winderlea-vineyard-pinot-noir-willamette-valley-dundee-hills/
127,Adelsheim 2009 Quarter Mile Lane Vineyard Pinot Noir (Chehalem Mountains),Adelsheim,WILLAMETTE VALLEY,Chehalem Mountains,2009,92,105,This extremely limited selection is from the oldest section of the original ...,https://www.winemag.com/buying-guide/adelsheim-2009-quarter-mile-lane-vineyard-pinot-noir-willamette-valley-chehalem-mountains/
128,Adelsheim 2009 Winderlea Vineyard Pinot Noir (Dundee Hills),Adelsheim,WILLAMETTE VALLEY,Dundee Hills,2009,92,105,"Berries, citrus, even suggestions of tropical fruits (papaya, guava) anchor this supple ...",https://www.winemag.com/buying-guide/adelsheim-2009-winderlea-vineyard-pinot-noir-willamette-valley-dundee-hills/
129,Cayuse 2017 God Only Knows Red Wine Armada Vineyard Red (Walla Walla Valley (OR)),Cayuse,OREGON OTHER,Walla Walla Valley,2017,94,103,"Floral aromas rise up, with notes of potpourri, Stargazer lily and violet ...",https://www.winemag.com/buying-guide/cayuse-2017-god-only-knows-red-wine-armada-vineyard-red-walla-walla-valley-or/
130,Cayuse 2017 Armada Vineyard Syrah (Walla Walla Valley (OR)),Cayuse,OREGON OTHER,Walla Walla Valley,2017,93,103,"Outrageous, perfumed aromas of Stargazer lily, ember, chopped parsley, cherry pit, moist ...",https://www.winemag.com/buying-guide/cayuse-2017-armada-vineyard-syrah-walla-walla-valley-or/
131,Cayuse 2017 The Lovers Cabernet Sauvignon-Syrah (Walla Walla Valley (OR)),Cayuse,OREGON OTHER,Walla Walla Valley,2017,90,103,"Cabernet Sauvignon accounts for 87% of this wine, with the rest Syrah. ...",https://www.winemag.com/buying-guide/cayuse-2017-the-lovers-cabernet-sauvignon-syrah-walla-walla-valley-or/
132,Willamette Valley Vineyards 2018 Fuller Pinot Noir (Willamette Valley),Willamette Valley Vineyards,WILLAMETTE VALLEY,Willamette Valley,2018,93,100,"The top wine among several from Bill Fuller's pioneering vineyard, this young ...",https://www.winemag.com/buying-guide/willamette-valley-vineyards-2018-fuller-pinot-noir-willamette-valley/
133,Domaine Serene 2017 Winery Hill Vineyard Pinot Noir (Dundee Hills),Domaine Serene,WILLAMETTE VALLEY,Dundee Hills,2017,93,100,"This wine impresses immediately with its flavorful mix of berries, plums and ...",https://www.winemag.com/buying-guide/domaine-serene-2017-winery-hill-vineyard-pinot-noir-dundee-hills/
134,Archery Summit 2018 Red Hills Vineyard Pinot Noir (Dundee Hills),Archery Summit,WILLAMETTE VALLEY,Dundee Hills,2018,92,100,"This is a big bowl of cherries, with plenty of lemony acidity ...",https://www.winemag.com/buying-guide/archery-summit-2018-red-hills-vineyard-pinot-noir-dundee-hills/
135,Willamette Valley Vineyards 2018 O'Brien Pinot Noir (Eola-Amity Hills),Willamette Valley Vineyards,WILLAMETTE VALLEY,Eola-Amity Hills,2018,90,100,This is only the fourth time an O'Brien reserve has been made ...,https://www.winemag.com/buying-guide/willamette-valley-vineyards-2018-obrien-pinot-noir-eola-amity-hills/
136,Trisaetum 2018 Family Reserve MMXVIII Pinot Noir (Willamette Valley),Trisaetum,WILLAMETTE VALLEY,Willamette Valley,2018,93,100,"This is a reserve level beyond the Estates Reserve, with pretty blackberry ...",https://www.winemag.com/buying-guide/trisaetum-2018-family-reserve-mmxviii-pinot-noir-willamette-valley/
137,Nicolas-Jay 2017 Bishop Creek Pinot Noir (Yamhill-Carlton),Nicolas-Jay,WILLAMETTE VALLEY,Yamhill-Carlton,2017,93,100,"Bishop Creek is the estate vineyard, now two decades old and coming ...",https://www.winemag.com/buying-guide/nicolas-jay-2017-bishop-creek-pinot-noir-yamhill-carlton/
138,Soter 2013 Mineral Springs Blanc de Blancs Sparkling (Yamhill-Carlton),Soter,WILLAMETTE VALLEY,Yamhill-Carlton,2013,93,100,This is all Chardonnay and spent six years en tirage prior to ...,https://www.winemag.com/buying-guide/soter-2013-mineral-springs-blanc-de-blancs-sparkling-yamhill-carlton/
139,Cayuse 2017 Widowmaker En Chamberlain Vineyard Cabernet Sauvignon (Walla Walla Valley (OR)),Cayuse,OREGON OTHER,Walla Walla Valley,2017,94,100,"The aromas offer beguiling, complex notes of funk, cedar, plum, moist earth ...",https://www.winemag.com/buying-guide/cayuse-2017-widowmaker-en-chamberlain-vineyard-cabernet-sauvignon-walla-walla-valley-or/
140,Cayuse 2017 Flying Pig Red (Walla Walla Valley (OR)),Cayuse,OREGON OTHER,Walla Walla Valley,2017,92,100,"Cabernet Franc makes up half of this wine, with the rest Merlot ...",https://www.winemag.com/buying-guide/cayuse-2017-flying-pig-red-walla-walla-valley-or/
141,Cayuse 2017 Impulsivo En Chamberlain Vineyard Tempranillo (Walla Walla Valley (OR)),Cayuse,OREGON OTHER,Walla Walla Valley,2017,92,100,"The aromas are locked up out of the gate, opening to reveal ...",https://www.winemag.com/buying-guide/cayuse-2017-impulsivo-en-chamberlain-vineyard-tempranillo-walla-walla-valley-or/
142,Patricia Green Cellars 2018 Mysterious Pinot Noir (Dundee Hills),Patricia Green Cellars,WILLAMETTE VALLEY,Dundee Hills,2018,92,100,"From an unnamed, apparently high-profile vineyard, this is 100% Pommard from vines ...",https://www.winemag.com/buying-guide/patricia-green-cellars-2018-mysterious-pinot-noir-dundee-hills/
143,Willamette Valley Vineyards 2016 Fuller Pinot Noir (Willamette Valley),Willamette Valley Vineyards,WILLAMETTE VALLEY,Willamette Valley,2016,92,100,"Just a few barrels of this are made, a tribute to Tualatin ...",https://www.winemag.com/buying-guide/willamette-valley-vineyards-2016-fuller-pinot-noir-willamette-valley/
144,Domaine Serene 2017 Côte Sud Vineyard Pinot Noir (Dundee Hills),Domaine Serene,WILLAMETTE VALLEY,Dundee Hills,2017,92,100,The toasty scents of barrel aging (17 months in half new French ...,https://www.winemag.com/buying-guide/domaine-serene-2017-cote-sud-vineyard-pinot-noir-dundee-hills/
145,Utopia 2015 Eden Reserve Pinot Noir (Ribbon Ridge),Utopia,WILLAMETTE VALLEY,Ribbon Ridge,2015,93,100,"The winery's top reserve is all Pommard clone, all whole cluster fermented, ...",https://www.winemag.com/buying-guide/utopia-2015-eden-reserve-pinot-noir-ribbon-ridge/
146,Utopia 2016 Eden Reserve Pinot Noir (Ribbon Ridge),Utopia,WILLAMETTE VALLEY,Ribbon Ridge,2016,91,100,"Based upon price, this seems to be the top tier reserve among ...",https://www.winemag.com/buying-guide/utopia-2016-eden-reserve-pinot-noir-ribbon-ridge/
147,Archery Summit 2017 Red Hills Vineyard Pinot Noir (Dundee Hills),Archery Summit,WILLAMETTE VALLEY,Dundee Hills,2017,91,100,A firm streak of iron runs through the concentrated black cherry fruit. ...,https://www.winemag.com/buying-guide/archery-summit-2017-red-hills-vineyard-pinot-noir-dundee-hills/
148,Domaine Serene 2016 Winery Hill Vineyard Pinot Noir (Dundee Hills),Domaine Serene,WILLAMETTE VALLEY,Dundee Hills,2016,91,100,"Smooth, silky and polished, this puts an herbal frame around some lightly ...",https://www.winemag.com/buying-guide/domaine-serene-2016-winery-hill-vineyard-pinot-noir-dundee-hills/
